3385       TECH/ADMN/AGNCY/EVAL CURR REVN
3387       TECH/ADMN/AGNC/AMND/REISU CERT
3390       TECH/ADMN/SURV/SPECL EMPH PROG
3391       TECH/ADMIN/INTERNAL EVAL PGM
3392       TECH/ADMN/CERTIFICATN SUPPORT
3393       TECH/ADMN/OPER/ENVR ASSESSMENT
3394       TECH/ADMN/RECOVER CERTIFICATE
3399       TECH/ADMN/TECHNICAL ASSISTANCE
3400
3400.1      AIRCARFT &EQUIPMENT
3400.2
3402       ACFT/STANDARD AIRWORTHY CERT
3404       ACFT/FERRY PERMIT
3406       ACFT/SPECIAL AIRWORTHY CERT
3408       ACFT/DOOR REMOVAL AUTHORIZATN
3410       ACFT/ACFT CONDITION NOTICE
3411       ACFT/EQU/APRV RVSM INIT
3412       ACFT/REPLACE A/W CERT LIMITNS
3413       ACFT/EQU/APRV RVSM OTHR
3414       ACFT/ROUTINE FIELD APPROVAL
3416       ACFT/NONROUTINE FIELD APPROVAL
3418       ACFT/ MEL INITIAL APPROVAL
3419       ACFT/ MEL REVISION APPROVAL
3421       ACFT/EXPORT AIRCRAFT
3423       ACFT/CONFORMITY CHECKS
3424       ACFT/UNAPPROVED PARTS
3425       ACFT/ EVAL PROGRSV INSP ORIG
3426       ACFT/ EVAL PROGRSV INSP REVN
3428       ACFT/ EVAL IP LRG/TRBN ORIG
3429       ACFT/ EVAL IP LRG/TRBN REVSN
3430       ACFT/ PROCESS LEASE
3431       ACFT/APPRV SPECIAL NAV LONG
3432       ACFT/APPRV SPECIAL NAV SHORT
3433       ACFT/APPRV SPECIAL NAV N ATLNT
3434       ACFT/APPRV SPECIAL NAV OTHER
3435       ACFT/APPROVE CAT II/III
3446       EQUIP/FIELD APPROVAL
3448       EQUIP/EXPORT ENGINE/PROP
3450       EQUIP/EXPORT CLASS II/III
3451       EQUIP/EVAL ALTMTR SETG SOURCE
3454       ACFT/EQUIP/REVIEW REPAIR CERTS
3456       REVIEW/INITIATE M OR D
3458       ACFT/EQUIP/SURVY/SPEC EMPH PGM
3460       ACFT/EQUIP/CERTIFICATION SUPRT
3470       ACFT/EQU/TECH ASSIST NO CERT
3499
3500.0      AIRMEN CERTIFICATION
3500.1
3501       CERT/AIRM/MECH TEST AUTH
3502       CERT/AIRM/RIGGER TEST AUTH
3503       CERT/AIRM/RIGGER TEST BY INSP
3504       CERT/AIRM/MECH TST BY INSP
3505       CERT/AIRM/RIGGER TEST BY DESG
3506       CERT/AIRM/MECH TST BY DESG
3507       CERT/AIRM/AMND/REISSUE CERT
3508       CERT/AMN/REISSUE TMP CERT/AUTH
3510       CERT/AIRM/REPAIRMAN ADD RATING
3512       CERT/AIRM/INSPECTION AUTHORZN
3514       CERT/AIRM/INSPECTN AUTHZN RENW
3516       CERT/AIRM/DAR APPOINT OR DENY
3518       CERT/AIRM/DAR ADD RATNG/RENEW
3520       CERT/AIRM/DAR REVIEW FILES
3522       CERT/AIRM/DME/DPRE APPOINT
3524       CERT/AIRM/DME/DPRE RENEWAL
3529       CERT/AIRM/REVIEW DME/DPRE FILE
3532       CERT/AIRM/AIRMAN REEXAM
3534       CERT/AIRM/SURVEY/SPCL EMPH PRG
3540       CERT/AIRM/CERT SUPPORT
3550       CERT/AIRM/TECH ASSIST NO CERT
3570       RECOVER AIRMAN CERTIFICATE
3599
3600.0      SURVEILLANCE
3600.1
3613       SURVL/INDEPTH FIELD
3619       SURVL/FACILITY INSP
3622       SURVL/UNAPPROVED PART
3623       SURVL/CARGO CHECK
3625       SURVL/DE-ICE
3626       SURVL/MAN/PROCEDURS
3627       SURVL/RAMP CHECK
3628       SURVL/SPOT CHECK
3629       SURVL/EN ROUTE COCKPIT
3630       SURVL/EN ROUTE CABIN
3632       SURVL/SHOP/FACILITY
3633       SURVL/TNG PRG RECRDS
3634       SURVL/ACFT RECORDS
3635       SURVL/CONT ANAL SURV
3636       SURVL/RELIAB PROG
3637       SURVL/INSPECTIN PRGM
3638       SURVL/FUEL FACILITY
3639       SURVL/APRVD WT & BAL
3640       SURVL/CNTRCT MTC FAC
3641       SURVL/SUPPORT FACLTY
3642       SURVL/TEC MANUAL/DOC
3643       SURVL/SFAR 36 AUTHZN
3644       SURVL/LABOR/FINCL
3645       SURVL/FORGN NAV AID
3646       SURVL/STRUCTURAL PRGM
3647       SURVL/STRUCTURAL SPOT
3648       SURVL/INSP/CHK INTERVALS
3649       SURVL/AD COMPLY INSP
3651       SURVL/PROCESS
3687       SURVL/MISC/ALTMTR SET SRC
3689       SURVL/MISC/SAWRS FACILITY
3699
3700.0      INVESTIGATIONS
3700.1
3702       INVSTG/ACCIDENT ON SITE
3703       INVSTG/ACCIDENT OTHER
3711       INVSTG/INCIDENT ON SITE
3712       INVSTG/INCIDENT OTHER
3715       INVSTG/NEAR MIDAIR COLLISION
3720       INVSTG/OCCURRENCE
3731       INVSTG/ENFRC/LEGAL ACTION
3732       INVSTG/ENFRC/ADMIN ACTION
3733       INVSTG/ENFRC/NO ACTION
3734       INVSTG/ENFRCMNT/COUNSELING
3740       INVSTG/COMPLAINTS
3746       INVSTG/LEGAL SUPRT/ASST COUNSL
3747       INVSTG/LEGAL SUPRT/HEARING
